flight_id,airline,source,destination,departure_time,arrival_time,duration
UK172,Vistara,DEL,BOM,2026-04-19 02:20:41,2026-04-19 05:21:41,03:01:00
SJ139,SpiceJet,DEL,BLR,2026-04-19 02:20:41,2026-04-19 06:02:41,03:42:00
UK085,Vistara,MAA,DEL,2026-04-19 02:15:41,2026-04-19 03:17:41,01:02:00
6F079,IndiGo,MAA,HYD,2026-04-19 02:14:41,2026-04-19 06:18:41,04:04:00
SJ032,SpiceJet,MAA,BOM,2026-04-19 02:11:41,2026-04-19 04:33:41,02:22:00
6F182,IndiGo,BOM,CCU,2026-04-19 02:10:41,2026-04-19 04:18:41,02:08:00
AI106,Air India,HYD,BLR,2026-04-19 02:07:41,2026-04-19 03:20:41,01:13:00
AI200,Air India,HYD,MAA,2026-04-19 02:05:41,2026-04-19 05:29:41,03:24:00
6F142,IndiGo,CCU,MAA,2026-04-19 02:05:41,2026-04-19 06:04:41,03:59:00
SJ079,SpiceJet,HYD,DEL,2026-04-19 01:58:41,2026-04-19 05:02:41,03:04:00
SJ082,SpiceJet,BOM,DEL,2026-04-19 01:54:41,2026-04-19 02:33:41,00:39:00
SJ110,SpiceJet,CCU,DEL,2026-04-19 01:47:41,2026-04-19 02:20:41,00:33:00
6F262,IndiGo,MAA,DEL,2026-04-19 01:44:41,2026-04-19 02:47:41,01:03:00
UK143,Vistara,BLR,BOM,2026-04-19 01:34:41,2026-04-19 02:48:41,01:14:00
6F269,IndiGo,HYD,MAA,2026-04-19 01:30:41,2026-04-19 02:52:41,01:22:00
6F214,IndiGo,BOM,CCU,2026-04-19 01:21:41,2026-04-19 05:20:41,03:59:00
SJ213,SpiceJet,BOM,CCU,2026-04-19 01:19:41,2026-04-19 04:48:41,03:29:00
SJ072,SpiceJet,DEL,HYD,2026-04-19 01:18:41,2026-04-19 04:08:41,02:50:00
6F059,IndiGo,BOM,DEL,2026-04-19 01:12:41,2026-04-19 06:02:41,04:50:00
UK202,Vistara,DEL,HYD,2026-04-19 01:11:41,2026-04-19 05:37:41,04:26:00
UK037,Vistara,BLR,BOM,2026-04-19 01:10:41,2026-04-19 05:12:41,04:02:00
UK069,Vistara,CCU,DEL,2026-04-19 01:10:41,2026-04-19 03:23:41,02:13:00
SJ118,SpiceJet,DEL,BOM,2026-04-19 01:08:41,2026-04-19 02:33:41,01:25:00
6F145,IndiGo,CCU,DEL,2026-04-19 01:02:41,2026-04-19 02:18:41,01:16:00
UK097,Vistara,HYD,BOM,2026-04-19 00:49:41,2026-04-19 05:00:41,04:11:00
6F117,IndiGo,CCU,DEL,2026-04-19 00:46:41,2026-04-19 01:51:41,01:05:00
6F226,IndiGo,DEL,BOM,2026-04-19 00:38:41,2026-04-19 02:55:41,02:17:00
6F050,IndiGo,DEL,BOM,2026-04-19 00:35:41,2026-04-19 04:32:41,03:57:00
UK196,Vistara,BOM,HYD,2026-04-19 00:32:41,2026-04-19 04:49:41,04:17:00
SJ086,SpiceJet,CCU,DEL,2026-04-19 00:32:41,2026-04-19 04:17:41,03:45:00
AI134,Air India,HYD,BOM,2026-04-19 00:28:41,2026-04-19 04:23:41,03:55:00
AI043,Air India,CCU,DEL,2026-04-19 00:28:41,2026-04-19 04:37:41,04:09:00
UK119,Vistara,BOM,CCU,2026-04-19 00:21:41,2026-04-19 04:38:41,04:17:00
SJ181,SpiceJet,BOM,BLR,2026-04-19 00:20:41,2026-04-19 01:49:41,01:29:00
AI070,Air India,CCU,DEL,2026-04-19 00:05:41,2026-04-19 01:44:41,01:39:00
6F233,IndiGo,BLR,BOM,2026-04-18 23:56:41,2026-04-19 03:53:41,03:57:00
UK013,Vistara,BOM,MAA,2026-04-18 23:52:41,2026-04-19 02:52:41,03:00:00
6F015,IndiGo,BOM,CCU,2026-04-18 23:39:41,2026-04-19 02:27:41,02:48:00
SJ247,SpiceJet,DEL,BOM,2026-04-18 23:38:41,2026-04-19 03:43:41,04:05:00
AI067,Air India,HYD,DEL,2026-04-18 23:36:41,2026-04-19 03:09:41,03:33:00
AI211,Air India,DEL,CCU,2026-04-18 23:34:41,2026-04-19 01:21:41,01:47:00
UK029,Vistara,DEL,BOM,2026-04-18 23:26:41,2026-04-19 02:15:41,02:49:00
SJ200,SpiceJet,BOM,DEL,2026-04-18 23:24:41,2026-04-19 02:11:41,02:47:00
6F087,IndiGo,DEL,HYD,2026-04-18 23:24:41,2026-04-19 03:10:41,03:46:00
SJ210,SpiceJet,HYD,CCU,2026-04-18 23:21:41,2026-04-19 02:54:41,03:33:00
AI101,Air India,DEL,BLR,2026-04-18 23:20:41,2026-04-19 02:23:41,03:03:00
UK075,Vistara,MAA,CCU,2026-04-18 23:15:41,2026-04-19 03:54:41,04:39:00
SJ091,SpiceJet,BLR,CCU,2026-04-18 23:10:41,2026-04-19 00:47:41,01:37:00
AI251,Air India,MAA,DEL,2026-04-18 22:40:41,2026-04-18 23:24:41,00:44:00
SJ042,SpiceJet,HYD,CCU,2026-04-18 22:38:41,2026-04-19 02:20:41,03:42:00
UK126,Vistara,CCU,DEL,2026-04-18 22:37:41,2026-04-19 00:03:41,01:26:00
6F042,IndiGo,HYD,DEL,2026-04-18 22:35:41,2026-04-19 02:41:41,04:06:00
AI116,Air India,CCU,BOM,2026-04-18 22:30:41,2026-04-19 01:57:41,03:27:00
SJ209,SpiceJet,BLR,BOM,2026-04-18 22:22:41,2026-04-19 02:03:41,03:41:00
AI123,Air India,MAA,BOM,2026-04-18 22:19:41,2026-04-19 00:45:41,02:26:00
6F016,IndiGo,HYD,BOM,2026-04-18 22:18:41,2026-04-18 22:54:41,00:36:00
UK012,Vistara,MAA,BOM,2026-04-18 22:16:41,2026-04-19 00:25:41,02:09:00
SJ188,SpiceJet,BLR,BOM,2026-04-18 22:15:41,2026-04-18 22:55:41,00:40:00
UK096,Vistara,BLR,HYD,2026-04-18 22:11:41,2026-04-19 00:06:41,01:55:00
SJ046,SpiceJet,BOM,MAA,2026-04-18 22:01:41,2026-04-19 01:25:41,03:24:00
UK081,Vistara,BLR,DEL,2026-04-18 22:00:41,2026-04-18 23:00:41,01:00:00
UK191,Vistara,MAA,BLR,2026-04-18 21:51:41,2026-04-18 22:57:41,01:06:00
6F064,IndiGo,CCU,DEL,2026-04-18 21:45:41,2026-04-18 22:50:41,01:05:00
AI005,Air India,DEL,CCU,2026-04-18 21:24:41,2026-04-18 22:11:41,00:47:00
6F021,IndiGo,BLR,MAA,2026-04-18 21:23:41,2026-04-19 01:25:41,04:02:00
AI169,Air India,CCU,DEL,2026-04-18 21:21:41,2026-04-19 01:34:41,04:13:00
UK035,Vistara,HYD,BOM,2026-04-18 21:08:41,2026-04-18 22:24:41,01:16:00
AI040,Air India,HYD,BLR,2026-04-18 21:01:41,2026-04-18 22:42:41,01:41:00
UK042,Vistara,MAA,BOM,2026-04-18 20:59:41,2026-04-19 01:38:41,04:39:00
SJ171,SpiceJet,DEL,HYD,2026-04-18 20:52:41,2026-04-18 23:52:41,03:00:00
AI250,Air India,BOM,CCU,2026-04-18 20:48:41,2026-04-19 00:12:41,03:24:00
SJ195,SpiceJet,BOM,CCU,2026-04-18 20:41:41,2026-04-18 23:54:41,03:13:00
UK211,Vistara,MAA,CCU,2026-04-18 20:39:41,2026-04-18 22:02:41,01:23:00
UK122,Vistara,HYD,CCU,2026-04-18 20:29:42,2026-04-18 23:29:42,03:00:00
AI136,Air India,BLR,DEL,2026-04-18 20:29:41,2026-04-18 23:48:41,03:19:00
6F141,IndiGo,BOM,CCU,2026-04-18 20:26:41,2026-04-18 22:28:41,02:02:00
6F053,IndiGo,DEL,HYD,2026-04-18 20:26:41,2026-04-19 00:39:41,04:13:00
6F136,IndiGo,CCU,DEL,2026-04-18 20:24:41,2026-04-18 21:01:41,00:37:00
6F009,IndiGo,BLR,CCU,2026-04-18 20:21:41,2026-04-18 23:36:41,03:15:00
6F023,IndiGo,MAA,BLR,2026-04-18 20:18:41,2026-04-19 00:14:41,03:56:00
UK006,Vistara,MAA,CCU,2026-04-18 20:16:41,2026-04-18 21:55:41,01:39:00
SJ165,SpiceJet,CCU,BOM,2026-04-18 20:08:41,2026-04-18 23:18:41,03:10:00
6F189,IndiGo,MAA,BLR,2026-04-18 20:08:41,2026-04-18 21:51:41,01:43:00
AI131,Air India,MAA,BOM,2026-04-18 19:55:41,2026-04-18 22:35:41,02:40:00
6F004,IndiGo,BOM,CCU,2026-04-18 19:53:41,2026-04-18 23:33:41,03:40:00
AI027,Air India,BOM,MAA,2026-04-18 19:41:41,2026-04-18 23:23:41,03:42:00
AI238,Air India,CCU,MAA,2026-04-18 19:25:41,2026-04-19 00:07:41,04:42:00
SJ105,SpiceJet,BOM,HYD,2026-04-18 19:22:41,2026-04-18 22:48:41,03:26:00
UK088,Vistara,MAA,BLR,2026-04-18 19:16:41,2026-04-18 23:36:41,04:20:00
6F035,IndiGo,CCU,HYD,2026-04-18 19:16:41,2026-04-18 23:40:41,04:24:00
AI133,Air India,DEL,CCU,2026-04-18 19:12:41,2026-04-18 21:32:41,02:20:00
AI001,Air India,DEL,HYD,2026-04-18 19:00:41,2026-04-18 22:03:41,03:03:00
SJ133,SpiceJet,BOM,CCU,2026-04-18 18:50:41,2026-04-18 21:29:41,02:39:00
SJ216,SpiceJet,BOM,CCU,2026-04-18 18:35:41,2026-04-18 21:31:41,02:56:00
SJ225,SpiceJet,DEL,HYD,2026-04-18 18:16:41,2026-04-18 20:53:41,02:37:00
AI147,Air India,HYD,CCU,2026-04-18 18:14:41,2026-04-18 20:10:41,01:56:00
SJ054,SpiceJet,MAA,BLR,2026-04-18 18:13:41,2026-04-18 22:46:41,04:33:00
6F197,IndiGo,BOM,BLR,2026-04-18 17:59:41,2026-04-18 22:44:41,04:45:00
SJ066,SpiceJet,HYD,CCU,2026-04-18 17:47:41,2026-04-18 19:03:41,01:16:00
SJ183,SpiceJet,CCU,DEL,2026-04-18 17:44:41,2026-04-18 19:40:41,01:56:00
SJ151,SpiceJet,BOM,CCU,2026-04-18 17:44:41,2026-04-18 19:16:41,01:32:00
SJ071,SpiceJet,CCU,MAA,2026-04-18 17:43:41,2026-04-18 19:32:41,01:49:00
SJ102,SpiceJet,MAA,CCU,2026-04-18 17:26:41,2026-04-18 18:58:41,01:32:00
AI209,Air India,BLR,CCU,2026-04-18 17:25:41,2026-04-18 18:37:41,01:12:00
6F111,IndiGo,HYD,DEL,2026-04-18 17:09:41,2026-04-18 20:02:41,02:53:00
AI050,Air India,BLR,BOM,2026-04-18 17:07:41,2026-04-18 19:42:41,02:35:00
SJ189,SpiceJet,HYD,BLR,2026-04-18 17:05:41,2026-04-18 22:01:41,04:56:00
UK112,Vistara,CCU,DEL,2026-04-18 17:05:41,2026-04-18 19:47:41,02:42:00
6F171,IndiGo,DEL,BLR,2026-04-18 17:03:41,2026-04-18 18:12:41,01:09:00
AI011,Air India,CCU,BOM,2026-04-18 16:58:41,2026-04-18 21:01:41,04:03:00
6F027,IndiGo,BLR,DEL,2026-04-18 16:52:41,2026-04-18 18:21:41,01:29:00
UK082,Vistara,DEL,BOM,2026-04-18 16:50:41,2026-04-18 21:21:41,04:31:00
UK138,Vistara,DEL,BLR,2026-04-18 16:47:41,2026-04-18 19:36:41,02:49:00
UK198,Vistara,DEL,BLR,2026-04-18 16:43:41,2026-04-18 18:18:41,01:35:00
6F039,IndiGo,MAA,CCU,2026-04-18 16:43:41,2026-04-18 21:01:41,04:18:00
6F157,IndiGo,MAA,CCU,2026-04-18 16:37:41,2026-04-18 18:04:41,01:27:00
SJ024,SpiceJet,DEL,MAA,2026-04-18 16:29:41,2026-04-18 20:21:41,03:52:00
6F167,IndiGo,BLR,BOM,2026-04-18 16:26:41,2026-04-18 17:50:41,01:24:00
AI197,Air India,BOM,CCU,2026-04-18 16:25:41,2026-04-18 20:00:41,03:35:00
SJ211,SpiceJet,MAA,BOM,2026-04-18 16:22:41,2026-04-18 18:34:41,02:12:00
6F055,IndiGo,DEL,CCU,2026-04-18 16:21:41,2026-04-18 18:49:41,02:28:00
AI253,Air India,BLR,BOM,2026-04-18 16:13:41,2026-04-18 19:51:41,03:38:00
UK060,Vistara,BLR,CCU,2026-04-18 16:09:41,2026-04-18 19:42:41,03:33:00
6F257,IndiGo,MAA,CCU,2026-04-18 16:04:41,2026-04-18 19:55:41,03:51:00
SJ135,SpiceJet,MAA,CCU,2026-04-18 16:03:41,2026-04-18 19:48:41,03:45:00
AI247,Air India,BOM,CCU,2026-04-18 15:58:41,2026-04-18 19:02:41,03:04:00
UK127,Vistara,BOM,HYD,2026-04-18 15:56:41,2026-04-18 20:00:41,04:04:00
AI109,Air India,BLR,BOM,2026-04-18 15:53:41,2026-04-18 20:14:41,04:21:00
AI057,Air India,BOM,CCU,2026-04-18 15:53:41,2026-04-18 19:22:41,03:29:00
6F103,IndiGo,CCU,MAA,2026-04-18 15:37:41,2026-04-18 18:32:41,02:55:00
SJ144,SpiceJet,BLR,BOM,2026-04-18 15:35:41,2026-04-18 19:12:41,03:37:00
6F076,IndiGo,CCU,HYD,2026-04-18 15:35:41,2026-04-18 16:20:41,00:45:00
6F240,IndiGo,DEL,HYD,2026-04-18 15:31:41,2026-04-18 19:56:41,04:25:00
UK057,Vistara,CCU,DEL,2026-04-18 15:25:41,2026-04-18 20:04:41,04:39:00
AI201,Air India,BLR,CCU,2026-04-18 15:19:41,2026-04-18 16:40:41,01:21:00
SJ242,SpiceJet,BLR,HYD,2026-04-18 14:55:41,2026-04-18 17:42:41,02:47:00
6F037,IndiGo,BOM,MAA,2026-04-18 14:51:41,2026-04-18 17:23:41,02:32:00
SJ132,SpiceJet,MAA,DEL,2026-04-18 14:44:41,2026-04-18 15:36:41,00:52:00
AI055,Air India,CCU,BOM,2026-04-18 14:39:41,2026-04-18 16:18:41,01:39:00
6F252,IndiGo,MAA,BLR,2026-04-18 14:25:41,2026-04-18 18:52:41,04:27:00
AI183,Air India,DEL,CCU,2026-04-18 14:24:41,2026-04-18 16:06:41,01:42:00
SJ125,SpiceJet,DEL,BLR,2026-04-18 14:21:41,2026-04-18 16:55:41,02:34:00
SJ087,SpiceJet,BOM,DEL,2026-04-18 14:20:41,2026-04-18 19:09:41,04:49:00
UK182,Vistara,HYD,CCU,2026-04-18 14:19:41,2026-04-18 18:25:41,04:06:00
AI016,Air India,BOM,CCU,2026-04-18 14:15:41,2026-04-18 18:38:41,04:23:00
6F107,IndiGo,CCU,BLR,2026-04-18 14:14:41,2026-04-18 17:14:42,03:00:00.298000
AI026,Air India,DEL,BOM,2026-04-18 14:14:41,2026-04-18 15:13:41,00:59:00
AI177,Air India,CCU,HYD,2026-04-18 14:11:41,2026-04-18 16:26:41,02:15:00
AI041,Air India,BOM,BLR,2026-04-18 14:08:41,2026-04-18 15:59:41,01:51:00
6F264,IndiGo,DEL,HYD,2026-04-18 14:03:41,2026-04-18 18:23:41,04:20:00
6F222,IndiGo,HYD,MAA,2026-04-18 14:01:41,2026-04-18 16:11:41,02:10:00
AI004,Air India,HYD,MAA,2026-04-18 13:58:41,2026-04-18 18:12:41,04:14:00
SJ126,SpiceJet,DEL,BLR,2026-04-18 13:47:41,2026-04-18 16:31:41,02:44:00
SJ220,SpiceJet,BOM,CCU,2026-04-18 13:45:41,2026-04-18 15:21:41,01:36:00
AI204,Air India,CCU,MAA,2026-04-18 13:40:41,2026-04-18 18:38:41,04:58:00
UK098,Vistara,CCU,DEL,2026-04-18 13:38:41,2026-04-18 17:54:41,04:16:00
AI090,Air India,MAA,CCU,2026-04-18 13:37:41,2026-04-18 16:11:41,02:34:00
AI092,Air India,CCU,BOM,2026-04-18 13:36:41,2026-04-18 16:20:41,02:44:00
AI049,Air India,CCU,MAA,2026-04-18 13:35:41,2026-04-18 15:48:41,02:13:00
UK117,Vistara,BLR,BOM,2026-04-18 13:17:41,2026-04-18 16:54:41,03:37:00
6F227,IndiGo,MAA,BOM,2026-04-18 13:16:41,2026-04-18 17:41:41,04:25:00
AI228,Air India,BLR,BOM,2026-04-18 13:16:41,2026-04-18 17:44:41,04:28:00
SJ164,SpiceJet,CCU,MAA,2026-04-18 13:14:41,2026-04-18 15:14:42,02:00:00.297000
AI018,Air India,BOM,CCU,2026-04-18 13:12:41,2026-04-18 18:04:41,04:52:00
UK192,Vistara,HYD,DEL,2026-04-18 12:54:41,2026-04-18 13:54:42,01:00:00.297000
SJ224,SpiceJet,DEL,MAA,2026-04-18 12:41:41,2026-04-18 15:33:41,02:52:00
UK050,Vistara,BOM,DEL,2026-04-18 12:39:41,2026-04-18 13:18:41,00:39:00
SJ159,SpiceJet,CCU,DEL,2026-04-18 12:22:41,2026-04-18 14:05:41,01:43:00
UK038,Vistara,MAA,CCU,2026-04-18 12:22:41,2026-04-18 15:31:41,03:09:00
6F192,IndiGo,CCU,BLR,2026-04-18 12:20:41,2026-04-18 16:45:41,04:25:00
6F173,IndiGo,BOM,CCU,2026-04-18 12:19:41,2026-04-18 13:08:41,00:49:00
AI185,Air India,CCU,BOM,2026-04-18 12:16:41,2026-04-18 16:18:41,04:02:00
SJ152,SpiceJet,BOM,DEL,2026-04-18 12:09:41,2026-04-18 13:50:41,01:41:00
AI215,Air India,BLR,DEL,2026-04-18 12:07:41,2026-04-18 13:43:41,01:36:00
AI074,Air India,CCU,BOM,2026-04-18 12:03:41,2026-04-18 12:50:41,00:47:00
6F109,IndiGo,BLR,BOM,2026-04-18 12:00:41,2026-04-18 12:51:41,00:51:00
6F144,IndiGo,HYD,BOM,2026-04-18 11:56:41,2026-04-18 15:11:41,03:15:00
6F210,IndiGo,HYD,DEL,2026-04-18 11:51:41,2026-04-18 15:58:41,04:07:00
SJ111,SpiceJet,DEL,MAA,2026-04-18 11:47:41,2026-04-18 12:59:41,01:12:00
UK092,Vistara,MAA,BLR,2026-04-18 11:42:41,2026-04-18 13:17:41,01:35:00
UK009,Vistara,BOM,DEL,2026-04-18 11:34:41,2026-04-18 13:41:41,02:07:00
AI170,Air India,HYD,DEL,2026-04-18 11:27:41,2026-04-18 15:50:41,04:23:00
6F154,IndiGo,CCU,DEL,2026-04-18 11:26:41,2026-04-18 12:23:41,00:57:00
6F161,IndiGo,MAA,DEL,2026-04-18 11:24:41,2026-04-18 12:21:41,00:57:00
UK128,Vistara,BOM,CCU,2026-04-18 11:22:41,2026-04-18 14:11:41,02:49:00
AI186,Air India,DEL,BOM,2026-04-18 11:11:41,2026-04-18 13:05:41,01:54:00
AI099,Air India,BLR,BOM,2026-04-18 11:07:41,2026-04-18 13:29:41,02:22:00
6F203,IndiGo,BLR,HYD,2026-04-18 11:05:41,2026-04-18 12:56:41,01:51:00
UK139,Vistara,BLR,MAA,2026-04-18 10:54:41,2026-04-18 14:31:41,03:37:00
SJ008,SpiceJet,HYD,BLR,2026-04-18 10:53:41,2026-04-18 15:48:41,04:55:00
AI171,Air India,MAA,BLR,2026-04-18 10:51:41,2026-04-18 13:34:41,02:43:00
6F124,IndiGo,BLR,BOM,2026-04-18 10:47:41,2026-04-18 15:21:41,04:34:00
6F137,IndiGo,CCU,DEL,2026-04-18 10:45:41,2026-04-18 15:01:41,04:16:00
AI008,Air India,BOM,CCU,2026-04-18 10:43:41,2026-04-18 12:43:42,02:00:00.299000
SJ140,SpiceJet,HYD,DEL,2026-04-18 10:42:41,2026-04-18 14:30:41,03:48:00
UK016,Vistara,DEL,CCU,2026-04-18 10:42:41,2026-04-18 11:22:41,00:40:00
AI127,Air India,DEL,HYD,2026-04-18 10:37:41,2026-04-18 13:45:41,03:08:00
SJ096,SpiceJet,DEL,HYD,2026-04-18 10:29:41,2026-04-18 13:45:41,03:16:00
6F048,IndiGo,HYD,DEL,2026-04-18 10:27:41,2026-04-18 11:18:41,00:51:00
SJ090,SpiceJet,HYD,MAA,2026-04-18 10:24:41,2026-04-18 13:11:41,02:47:00
AI014,Air India,HYD,MAA,2026-04-18 10:24:41,2026-04-18 13:51:41,03:27:00
6F131,IndiGo,BLR,HYD,2026-04-18 10:22:41,2026-04-18 14:20:41,03:58:00
AI130,Air India,BOM,BLR,2026-04-18 10:18:41,2026-04-18 12:59:41,02:41:00
UK151,Vistara,BOM,CCU,2026-04-18 10:11:41,2026-04-18 13:30:41,03:19:00
6F165,IndiGo,BLR,BOM,2026-04-18 10:11:41,2026-04-18 11:09:41,00:58:00
UK161,Vistara,BLR,BOM,2026-04-18 10:05:41,2026-04-18 12:48:41,02:43:00
AI107,Air India,HYD,CCU,2026-04-18 10:03:41,2026-04-18 10:49:41,00:46:00
SJ104,SpiceJet,HYD,DEL,2026-04-18 10:00:41,2026-04-18 11:00:42,01:00:00.298000
AI042,Air India,CCU,DEL,2026-04-18 09:53:41,2026-04-18 10:57:41,01:04:00
6F266,IndiGo,CCU,MAA,2026-04-18 09:49:41,2026-04-18 11:17:41,01:28:00
6F138,IndiGo,HYD,BLR,2026-04-18 09:49:41,2026-04-18 12:53:41,03:04:00
SJ219,SpiceJet,BOM,DEL,2026-04-18 09:32:41,2026-04-18 14:09:41,04:37:00
UK197,Vistara,BLR,HYD,2026-04-18 09:22:41,2026-04-18 10:54:41,01:32:00
6F119,IndiGo,DEL,BOM,2026-04-18 09:19:41,2026-04-18 11:33:41,02:14:00
SJ058,SpiceJet,DEL,HYD,2026-04-18 08:58:41,2026-04-18 13:14:41,04:16:00
AI218,Air India,BOM,CCU,2026-04-18 08:55:41,2026-04-18 11:55:41,03:00:00
SJ060,SpiceJet,HYD,CCU,2026-04-18 08:51:41,2026-04-18 13:46:41,04:55:00
UK121,Vistara,BLR,BOM,2026-04-18 08:36:41,2026-04-18 12:36:41,04:00:00
6F208,IndiGo,CCU,BOM,2026-04-18 08:27:41,2026-04-18 11:34:41,03:07:00
6F153,IndiGo,CCU,BLR,2026-04-18 08:23:41,2026-04-18 12:20:41,03:57:00
AI117,Air India,HYD,BLR,2026-04-18 08:18:41,2026-04-18 10:09:41,01:51:00
SJ113,SpiceJet,BLR,BOM,2026-04-18 08:10:41,2026-04-18 10:10:42,02:00:00.298000
AI191,Air India,BLR,MAA,2026-04-18 07:57:41,2026-04-18 11:58:41,04:01:00
6F267,IndiGo,DEL,MAA,2026-04-18 07:56:41,2026-04-18 11:49:41,03:53:00
6F185,IndiGo,CCU,DEL,2026-04-18 07:49:41,2026-04-18 10:08:41,02:19:00
AI114,Air India,CCU,DEL,2026-04-18 07:48:41,2026-04-18 09:03:41,01:15:00
6F155,IndiGo,DEL,BLR,2026-04-18 07:47:41,2026-04-18 08:20:41,00:33:00
UK045,Vistara,MAA,HYD,2026-04-18 07:43:41,2026-04-18 09:28:41,01:45:00
AI111,Air India,MAA,CCU,2026-04-18 07:40:41,2026-04-18 10:39:41,02:59:00
AI156,Air India,CCU,BOM,2026-04-18 07:39:41,2026-04-18 09:22:41,01:43:00
SJ128,SpiceJet,CCU,BLR,2026-04-18 07:39:41,2026-04-18 10:42:41,03:03:00
AI104,Air India,MAA,HYD,2026-04-18 07:35:41,2026-04-18 09:20:41,01:45:00
6F225,IndiGo,HYD,CCU,2026-04-18 07:33:41,2026-04-18 12:12:41,04:39:00
6F033,IndiGo,DEL,HYD,2026-04-18 07:08:41,2026-04-18 09:08:41,02:00:00
6F244,IndiGo,MAA,CCU,2026-04-18 07:07:41,2026-04-18 08:31:41,01:24:00
UK137,Vistara,BOM,MAA,2026-04-18 07:04:41,2026-04-18 09:14:41,02:10:00
AI063,Air India,HYD,BLR,2026-04-18 07:03:41,2026-04-18 11:26:41,04:23:00
SJ156,SpiceJet,BOM,DEL,2026-04-18 06:59:41,2026-04-18 07:34:41,00:35:00
UK125,Vistara,HYD,BOM,2026-04-18 06:58:41,2026-04-18 11:44:41,04:46:00
AI232,Air India,DEL,BLR,2026-04-18 06:43:41,2026-04-18 10:13:41,03:30:00
AI167,Air India,BLR,DEL,2026-04-18 06:43:41,2026-04-18 11:10:41,04:27:00
UK160,Vistara,BLR,BOM,2026-04-18 06:42:41,2026-04-18 10:58:41,04:16:00
UK129,Vistara,HYD,MAA,2026-04-18 06:29:41,2026-04-18 07:29:42,01:00:00.298000
SJ230,SpiceJet,BOM,CCU,2026-04-18 06:22:41,2026-04-18 10:57:41,04:35:00
SJ056,SpiceJet,HYD,DEL,2026-04-18 06:11:41,2026-04-18 07:10:41,00:59:00
SJ137,SpiceJet,CCU,DEL,2026-04-18 06:08:41,2026-04-18 10:14:41,04:06:00
6F081,IndiGo,MAA,BLR,2026-04-18 06:04:41,2026-04-18 07:43:41,01:39:00
6F088,IndiGo,CCU,BLR,2026-04-18 05:51:41,2026-04-18 08:22:41,02:31:00
6F121,IndiGo,HYD,MAA,2026-04-18 05:44:41,2026-04-18 10:42:41,04:58:00
UK214,Vistara,HYD,DEL,2026-04-18 05:30:41,2026-04-18 09:10:41,03:40:00
6F060,IndiGo,DEL,BLR,2026-04-18 05:29:41,2026-04-18 07:29:42,02:00:00.299000
SJ101,SpiceJet,CCU,DEL,2026-04-18 05:17:41,2026-04-18 06:57:41,01:40:00
AI017,Air India,CCU,BOM,2026-04-18 05:15:41,2026-04-18 08:48:41,03:33:00
6F120,IndiGo,BLR,BOM,2026-04-18 05:14:41,2026-04-18 06:14:41,01:00:00
6F217,IndiGo,BLR,BOM,2026-04-18 05:13:41,2026-04-18 08:01:41,02:48:00
AI194,Air India,MAA,BLR,2026-04-18 05:09:41,2026-04-18 09:38:41,04:29:00
AI095,Air India,DEL,MAA,2026-04-18 05:00:41,2026-04-18 08:18:41,03:18:00
SJ190,SpiceJet,BOM,CCU,2026-04-18 04:57:41,2026-04-18 09:25:41,04:28:00
6F139,IndiGo,HYD,MAA,2026-04-18 04:55:41,2026-04-18 08:17:41,03:22:00
6F062,IndiGo,CCU,DEL,2026-04-18 04:55:41,2026-04-18 06:22:41,01:27:00
UK011,Vistara,CCU,DEL,2026-04-18 04:41:41,2026-04-18 06:25:41,01:44:00
6F100,IndiGo,BOM,BLR,2026-04-18 04:40:41,2026-04-18 07:49:41,03:09:00
6F228,IndiGo,HYD,MAA,2026-04-18 04:36:41,2026-04-18 09:27:41,04:51:00
UK033,Vistara,HYD,DEL,2026-04-18 04:34:41,2026-04-18 09:18:41,04:44:00
SJ231,SpiceJet,DEL,BLR,2026-04-18 04:23:41,2026-04-18 05:48:41,01:25:00
AI166,Air India,BOM,CCU,2026-04-18 04:20:41,2026-04-18 07:23:41,03:03:00
SJ176,SpiceJet,DEL,BOM,2026-04-18 04:15:41,2026-04-18 06:17:41,02:02:00
SJ065,SpiceJet,MAA,BLR,2026-04-18 04:10:41,2026-04-18 06:54:41,02:44:00
6F160,IndiGo,MAA,BLR,2026-04-18 04:09:41,2026-04-18 08:26:41,04:17:00
AI089,Air India,CCU,BOM,2026-04-18 04:05:41,2026-04-18 04:47:41,00:42:00
UK226,Vistara,MAA,HYD,2026-04-18 03:58:41,2026-04-18 05:01:41,01:03:00
SJ123,SpiceJet,BOM,CCU,2026-04-18 03:57:41,2026-04-18 05:25:41,01:28:00
AI054,Air India,HYD,CCU,2026-04-18 03:44:41,2026-04-18 08:10:41,04:26:00
UK019,Vistara,BOM,HYD,2026-04-18 03:41:41,2026-04-18 04:35:41,00:54:00
UK032,Vistara,BLR,BOM,2026-04-18 03:31:41,2026-04-18 07:28:41,03:57:00
SJ100,SpiceJet,MAA,BLR,2026-04-18 03:28:41,2026-04-18 06:50:41,03:22:00
SJ094,SpiceJet,MAA,HYD,2026-04-18 03:23:41,2026-04-18 08:07:41,04:44:00
6F101,IndiGo,BOM,MAA,2026-04-18 03:18:41,2026-04-18 08:15:41,04:57:00
6F006,IndiGo,BOM,BLR,2026-04-18 03:06:41,2026-04-18 05:06:42,02:00:00.299000
AI006,Air India,BOM,BLR,2026-04-18 03:04:41,2026-04-18 05:54:41,02:50:00
